Name,Title,_Artist1,_Artist2,_Artist3,_Artist4,_Artist5,url,Type,Lyric,Video,Christmas,Live,Remix,Cover,id,Start,End,Uploader,Duration
Panic! At The Disco - Say Amen (Sweater Beats Remix),Say Amen Sweater Beats Remix,Panic At The Disco,,,,,https://www.youtube.com/watch?v=NFB79Doe2Ic,Lyric,1,0,0,0,1,0,NFB79Doe2Ic,0.0,0.0,Trap Nation,189
She Had The World -- Panic! At The Disco Lyrics,She Had The World,Panic At The Disco,,,,,https://www.youtube.com/watch?v=Zq-2J7DyprQ,Lyric,1,0,0,0,0,0,Zq-2J7DyprQ,0.0,0.0,Acidkids,222
She'S A Handsome Woman // Panic! At The Disco Lyrics,She's A Handsome Woman,Panic At The Disco,,,,,https://www.youtube.com/watch?v=tT_Bpoq0lMY,Lyric,1,0,0,0,0,0,tT_Bpoq0lMY,0.0,0.0,Panic! At The Disco Lyrics,193
She'S A Handsome Woman,She’s A Handsome Woman,Panic At The Disco,,,,,https://www.youtube.com/watch?v=Hy_K4OZvv2E,Lyric,1,0,0,0,0,0,Hy_K4OZvv2E,0.0,0.0,Panic! At The Disco - Topic,192
That Green Gentleman (Things Have Changed) // Panic! At The Disco Lyrics,That Green Gentleman Things Have Changed,Panic At The Disco,,,,,https://www.youtube.com/watch?v=UIIPxkZiX34,Lyric,1,0,0,0,0,0,UIIPxkZiX34,0.0,0.0,1-800-Love-U,195
Panic! At The Disco: The Ballad Of Mona Lisa [Official Video],The Ballad Of Mona Lisa,Panic At The Disco,,,,,https://www.youtube.com/watch?v=gOgpdp3lP8M,Video,0,1,0,0,0,0,gOgpdp3lP8M,0.0,0.0,Fueled By Ramen,214
Panic At The Disco The Ballad Of Mona Lisa Lyrics,The Ballad Of Mona Lisa,Panic At The Disco,,,,,https://www.youtube.com/watch?v=FYEQmdg_rks,Lyric,1,0,0,0,0,0,FYEQmdg_rks,0.0,0.0,Angela Adams,214
The Calendar || Panic! At The Disco Lyrics,The Calendar,Panic At The Disco,,,,,https://www.youtube.com/watch?v=SP_Zsh5tPaU,Lyric,1,0,0,0,0,0,SP_Zsh5tPaU,0.0,0.0,Anoyingllama,283
Panic! At The Disco - The End Of All Things (Lyrics),The End Of All Things,Panic At The Disco,,,,,https://www.youtube.com/watch?v=8zG1jnzNgr4,Lyric,1,0,0,0,0,0,8zG1jnzNgr4,0.0,0.0,3:19 Am °♡•♡° 🥀,212
"Panic! At The Disco: The Good, The Bad And The Dirty (Lyrics)",The Good The Bad And The Dirty,Panic At The Disco,,,,,https://www.youtube.com/watch?v=DUBueQJkrrA,Lyric,1,0,0,0,0,0,DUBueQJkrrA,0.0,0.0,John H,172
"Panic! At The Disco - The Good, The Bad And The Dirty (Official Audio)",The Good The Bad And The Dirty,Panic At The Disco,,,,,https://www.youtube.com/watch?v=Nu55xS1TdoU,Lyric,1,0,0,0,0,0,Nu55xS1TdoU,0.0,0.0,Panic! At The Disco,172
Panic! At The Disco - The Greatest Show [From The Greatest Showman: Reimagined] [Full Hd] Lyrics,The Greatest Show,Panic At The Disco,,,,,https://www.youtube.com/watch?v=u6rZVuLHdac,Lyric,1,0,0,0,0,0,u6rZVuLHdac,0.0,0.0,Lyrics,174
Panic! At The Disco - The Only Difference Between Martyrdom And Suicide Is Press Coverage (Lyrics),The Only Difference Between Martyrdom And Suicide Is Press Coverage,Panic At The Disco,,,,,https://www.youtube.com/watch?v=KYcLqZ5XlsQ,Lyric,1,0,0,0,0,1,KYcLqZ5XlsQ,0.0,0.0,P!Atd Lyrics,181
The Overpass || Panic! At The Disco Lyrics,The Overpass,Panic At The Disco,,,,,https://www.youtube.com/watch?v=Rc_l-Fzt5l8,Lyric,1,0,0,0,0,0,Rc_l-Fzt5l8,0.0,0.0,Fangirl Lyrics,181
The Piano Knows Something I Don'T Know // Panic! At The Disco Lyrics,The Piano Knows Something I Don't Know,Panic At The Disco,,,,,https://www.youtube.com/watch?v=eKqOhaVK_v4,Lyric,1,0,0,0,0,0,eKqOhaVK_v4,0.0,0.0,Panic! At The Disco Lyrics,226
Panic! At The Disco - There'S A Good Reason... (Lyric Video),There's A Good Reason,Panic At The Disco,,,,,https://www.youtube.com/watch?v=SCOz36vIsIk,Lyric,1,0,0,0,0,0,SCOz36vIsIk,0.0,0.0,John H,196
This Is Gospel - Panic At The Disco (Lyric Video),This Is Gospel,Panic At The Disco,,,,,https://www.youtube.com/watch?v=crwE3Tw_k0Q,Lyric,1,0,0,0,0,0,crwE3Tw_k0Q,0.0,0.0,Lessthanthreetv,188
Time To Dance // Panic! At The Disco Lyrics,Time To Dance,Panic At The Disco,,,,,https://www.youtube.com/watch?v=JGwTA5dgtKg,Lyric,1,0,0,0,0,0,JGwTA5dgtKg,0.0,0.0,Panic! At The Disco Lyrics,204
Trade Mistakes- Panic! At The Disco Lyrics,Trade Mistakes,Panic At The Disco,,,,,https://www.youtube.com/watch?v=VhEaH0qZCmU,Lyric,1,0,0,0,0,0,VhEaH0qZCmU,0.0,0.0,Mallorylovesu,215
Panic! At The Disco - Vegas Lights Lyrics,Vegas Lights,Panic At The Disco,,,,,https://www.youtube.com/watch?v=khwsNRJS7Eg,Lyric,1,0,0,0,0,0,khwsNRJS7Eg,0.0,0.0,Diandra♥,192
Panic! At The Disco - Victorious (Lyric Video),Victorious,Panic At The Disco,,,,,https://www.youtube.com/watch?v=KE_UcDtYBXg,Lyric,1,0,0,0,0,0,KE_UcDtYBXg,0.0,0.0,Leon Van Der Noll,180
We'Re So Starving- Panic At The Disco Lyrics,We're So Starving,Panic At The Disco,,Panic! At The Disco,,,https://www.youtube.com/watch?v=XSap4Io7asQ,Lyric,1,0,0,0,0,0,XSap4Io7asQ,0.0,0.0,Kiera Luke,82
When The Day Met The Night // Panic! At The Disco Lyrics,When The Day Met The Night,Panic At The Disco,,,,,https://www.youtube.com/watch?v=Nzyj1TuFcXg,Lyric,1,0,0,0,0,0,Nzyj1TuFcXg,0.0,0.0,Panic! At The Disco Lyrics,296
Paramore - 26 Lyrics,26,Paramore,,,,,https://www.youtube.com/watch?v=8_ZBy8p9HRQ,Lyric,1,0,0,0,0,0,8_ZBy8p9HRQ,0.0,0.0,Theantagonist,229
Ain'T It Fun (Paramore) Lyrics,Ain't It Fun,Paramore,,,,,https://www.youtube.com/watch?v=vimgDRezuS8,Lyric,1,0,0,0,0,0,vimgDRezuS8,0.0,0.0,Chloe Janet,233
Paramore: Ain'T It Fun [Official Video],Ain't It Fun,Paramore,,,,,https://www.youtube.com/watch?v=EFEmTsfFL5A,Video,0,1,0,0,0,0,EFEmTsfFL5A,0.0,0.0,Paramore,228
Born For This Lyrics Paramore,Born For This,Paramore,,,,,https://www.youtube.com/watch?v=Sg1iq1Jh7Tc,Lyric,1,0,0,0,0,0,Sg1iq1Jh7Tc,0.0,0.0,Hado Frunks,240
Brick By Boring Brick - Paramore,Brick By Boring Brick,Paramore,,,,,https://www.youtube.com/watch?v=Zzfn_39_SfM,Lyric,1,0,0,0,0,0,Zzfn_39_SfM,0.0,0.0,Hayles Bere,254
Brick By Boring Brick - Paramore Lyrics,Brick By Boring Brick,Paramore,,,,,https://www.youtube.com/watch?v=u2jUX30q3vg,Lyric,1,0,0,0,0,0,u2jUX30q3vg,0.0,0.0,Brax,261
Brick By Boring Brick (Acoustic) W/ Lyrics,Brick By Boring Brick Acoustic,Paramore,,,,,https://www.youtube.com/watch?v=4rra16acHeI,Lyric,1,0,0,0,0,0,4rra16acHeI,0.0,0.0,Inah Limpin,258
Paramore - Caught In The Middle Lyrics,Caught In The Middle,Paramore,,,,,https://www.youtube.com/watch?v=h4wcImGQv5U,Lyric,1,0,0,0,0,0,h4wcImGQv5U,0.0,0.0,Theantagonist,225
Paramore - Conspiracy Lyrics,Conspiracy,Paramore,,,,,https://www.youtube.com/watch?v=IsHgyIVvAic,Lyric,1,0,0,0,0,0,IsHgyIVvAic,0.0,0.0,You And Me,209
Paramore-Crush Crush Crush Lyric Video,Crush Crush Crush,Paramore,,,,,https://www.youtube.com/watch?v=UsqSAkoSulQ,Lyric,1,0,0,0,0,0,UsqSAkoSulQ,0.0,0.0,Georgianbored,260
Crushcrushcrush  By Paramore (Lyrics),Crushcrushcrush,Paramore,,,,,https://www.youtube.com/watch?v=UTu8kzfXJf4,Lyric,1,0,0,0,0,0,UTu8kzfXJf4,0.0,0.0,Justinvisible22,191
Paramore // Daydreaming (Lyrics),Daydreaming,Paramore,,,,,https://www.youtube.com/watch?v=q6gnmIp2cjk,Lyric,1,0,0,0,0,0,q6gnmIp2cjk,0.0,0.0,Clemers,271
Daydreaming - Paramore (Lyrics),Daydreaming,Paramore,,,,,https://www.youtube.com/watch?v=o_ZIq7JT8jg,Lyric,1,0,0,0,0,0,o_ZIq7JT8jg,0.0,0.0,Danielle Hearts Bands,267
Decode-Paramore Lyrics(On Screen),Decode,Paramore,,,,,https://www.youtube.com/watch?v=9td_s6FC9zI,Lyric,1,0,0,0,0,0,9td_s6FC9zI,0.0,0.0,Tankgodkhaos313,266
Paramore: Decode [Official Video],Decode,Paramore,,,,,https://www.youtube.com/watch?v=RvnkAtWcKYg,Video,0,1,0,0,0,0,RvnkAtWcKYg,0.0,0.0,Paramore,254
Fake Happy || Paramore Lyrics,Fake Happy,Paramore,,,,,https://www.youtube.com/watch?v=WQhvWjDw6cA,Lyric,1,0,0,0,0,0,WQhvWjDw6cA,0.0,0.0,Fangirl Lyrics,238
Fake Happy - Paramore //Lyrics,Fake Happy,Paramore,,,,,https://www.youtube.com/watch?v=HDR4FHN4u9g,Lyric,1,0,0,0,0,0,HDR4FHN4u9g,0.0,0.0,Byelovers,231
Paramore-Fast In My Car Lyrics,Fast In My Car,Paramore,,,,,https://www.youtube.com/watch?v=r0zpif3BxYo,Lyric,1,0,0,0,0,0,r0zpif3BxYo,0.0,0.0,National Carmen,221
Paramore   Fast In My Car Lyrics,Fast In My Car,Paramore,,,,,https://www.youtube.com/watch?v=L9Ho6fRxYP4,Lyric,1,0,0,0,0,0,L9Ho6fRxYP4,0.0,0.0,Camilla Winther,224
Paramore - Feeling Sorry,Feeling Sorry,Paramore,,,,,https://www.youtube.com/watch?v=W1qf_BGDze8,Lyric,1,0,0,0,0,0,W1qf_BGDze8,0.0,0.0,Sammyjam30,186
Fences - Paramore (Lyrics),Fences,Paramore,,,,,https://www.youtube.com/watch?v=LU5nEfCqoLU,Lyric,1,0,0,0,0,0,LU5nEfCqoLU,0.0,0.0,Danielle Hearts Bands,197
"For A Pessimist, I'M Pretty Optimistic *With Lyrics!*",For A Pessimist I'm Pretty Optimistic,Paramore,,,,,https://www.youtube.com/watch?v=YSt7I71Mc8k,Lyric,1,0,0,0,0,0,YSt7I71Mc8k,0.0,0.0,Xcrowxleafx,228
Paramore - Forgiveness Lyrics,Forgiveness,Paramore,,,,,https://www.youtube.com/watch?v=u_EnhtJON44,Lyric,1,0,0,0,0,0,u_EnhtJON44,0.0,0.0,Theantagonist,231
Future - Paramore (Lyrics),Future,Paramore,,,,,https://www.youtube.com/watch?v=q_4oFRGL7No,Lyric,1,0,0,0,0,0,q_4oFRGL7No,0.0,0.0,Danielle Hearts Bands,466
Grow Up - Paramore (Lyrics),Grow Up,Paramore,,,,,https://www.youtube.com/watch?v=bmBG0KdPyPg,Lyric,1,0,0,0,0,0,bmBG0KdPyPg,0.0,0.0,Danielle Hearts Bands,230
Hallelujah - Paramore Lyrics,Hallelujah,Paramore,,,,,https://www.youtube.com/watch?v=v1qmAjiyuok,Lyric,1,0,0,0,0,0,v1qmAjiyuok,0.0,0.0,Emile8254,192
Paramore: Hard Times [Official Video],Hard Times,Paramore,,,,,https://www.youtube.com/watch?v=AEB6ibtdPZc,Video,0,1,0,0,0,0,AEB6ibtdPZc,0.0,0.0,Paramore,199
Paramore - ''Hard Times'' With Lyrics,Hard Times,Paramore,,,,,https://www.youtube.com/watch?v=vw4RgDCMMhk,Lyric,1,0,0,0,0,0,vw4RgDCMMhk,0.0,0.0,Sororitylyricsxx,185
Paramore - Hard Times (Lyric Video),Hard Times,Paramore,,,,,https://www.youtube.com/watch?v=jHRx30j6u2s,Lyric,1,0,0,0,0,0,jHRx30j6u2s,0.0,0.0,Theantagonist,196
Hate To See Your Heart Break - Paramore Lyrics,Hate To See Your Heart Break,Paramore,,,,,https://www.youtube.com/watch?v=4WGaXgUViNM,Lyric,1,0,0,0,0,0,4WGaXgUViNM,0.0,0.0,Reckless Astronaut,315
Paramore - Hate To See Your Heart Break Ft. Joy Williams (Lyrics),Hate To See Your Heart Break Joy Williams,Paramore,,,,,https://www.youtube.com/watch?v=9TKyfCACErw,Lyric,1,0,0,0,0,0,9TKyfCACErw,0.0,0.0,Chailyrics,335
Paramore - Ignorance (Official Music Video),Ignorance,Paramore,,,,,https://www.youtube.com/watch?v=KHYu1jWNQJA,Video,0,1,0,0,0,0,KHYu1jWNQJA,0.0,0.0,Angesagt!,211
Ignorance - Paramore (Lyric Video),Ignorance,Paramore,,,,,https://www.youtube.com/watch?v=83q-kvABw9Q,Lyric,1,0,0,0,0,0,83q-kvABw9Q,0.0,0.0,Justlyrics Nat,220
Ignorance - Paramore [Lyrics],Ignorance,Paramore,,,,,https://www.youtube.com/watch?v=6GKjW-TCnu0,Lyric,1,0,0,0,0,0,6GKjW-TCnu0,0.0,0.0,Amychristinamusic,223
Paramore | Ignorance (Acoustic) (Lyrics),Ignorance Acoustic,Paramore,,,,,https://www.youtube.com/watch?v=MXF7IOqehNM,Lyric,1,0,0,0,0,0,MXF7IOqehNM,0.0,0.0,Amanda Leon,219
Paramore - Just Like Me ( Lyrics ),Just Like Me,Paramore,,,,,https://www.youtube.com/watch?v=X9NXfLWM2qQ,Lyric,1,0,0,0,0,0,X9NXfLWM2qQ,0.0,0.0,Claaiiirre16,269
Paramore - Last Hope (Official Audio),Last Hope,Paramore,,,,,https://www.youtube.com/watch?v=yBatuRGZAmA,Lyric,1,0,0,0,0,0,yBatuRGZAmA,0.0,0.0,Paramore,310
"Let The Flames Begin Lyrics, Paramore",Let The Flames Begin,Paramore,,,,,https://www.youtube.com/watch?v=s84vK68p9Hs,Lyric,1,0,0,0,0,0,s84vK68p9Hs,0.0,0.0,Hanginwitcats,185
Misery Business Lyrics-Paramore,Misery Business,Paramore,,,,,https://www.youtube.com/watch?v=VOQtB0xTiek,Lyric,1,0,0,0,0,0,VOQtB0xTiek,0.0,0.0,Jenny247Ful,212
Paramore - Monster (Lyric Video),Monster,Paramore,,,,,https://www.youtube.com/watch?v=DmjSF7cnSGY,Lyric,1,0,0,0,0,0,DmjSF7cnSGY,0.0,0.0,Sylvia Kim,200
Paramore - Moving On (Lyrics),Moving On,Paramore,,,,,https://www.youtube.com/watch?v=hkmXJRpRWOc,Lyric,1,0,0,0,0,0,hkmXJRpRWOc,0.0,0.0,Anna Gonzalez,87
Paramore - No Friend Lyrics,No Friend,Paramore,,,,,https://www.youtube.com/watch?v=ZI-UphNT4mE,Lyric,1,0,0,0,0,0,ZI-UphNT4mE,0.0,0.0,Theantagonist,214
Playing God - Paramore Lyrics,Playing God,Paramore,,,,,https://www.youtube.com/watch?v=AfHvBWR2uKE,Lyric,1,0,0,0,0,0,AfHvBWR2uKE,0.0,0.0,Animezdarkesthope,183
Paramore: Playing God [Official Video],Playing God,Paramore,,,,,https://www.youtube.com/watch?v=iDy2wCQYSrU,Video,0,1,0,0,0,0,iDy2wCQYSrU,0.0,0.0,Paramore,200
Paramore - Pool (Lyrics),Pool,Paramore,,,,,https://www.youtube.com/watch?v=kICTiUuYQDw,Lyric,1,0,0,0,0,0,kICTiUuYQDw,0.0,0.0,Ariel Roberts,234
Paramore - Pool Lyrics,Pool,Paramore,,,,,https://www.youtube.com/watch?v=P_UvIbZ4oOo,Lyric,1,0,0,0,0,0,P_UvIbZ4oOo,0.0,0.0,Theantagonist,241
Pressure - Paramore Lyrics,Pressure,Paramore,,,,,https://www.youtube.com/watch?v=pS8GxW-tCH8,Lyric,1,0,0,0,0,0,pS8GxW-tCH8,0.0,0.0,Stephhagger1997,185
Paramore: Pressure [Official Video],Pressure,Paramore,,,,,https://www.youtube.com/watch?v=y-MaaxgdUT4,Video,0,1,0,0,0,0,y-MaaxgdUT4,0.0,0.0,Paramore,186
Paramore - Rose-Colored Boy Lyrics,Rose Colored Boy,Paramore,,,,,https://www.youtube.com/watch?v=o95XBknwfnY,Lyric,1,0,0,0,0,0,o95XBknwfnY,0.0,0.0,Theantagonist,224
Still Into You - Paramore Lyrics,Still Into You,Paramore,,,,,https://www.youtube.com/watch?v=7sjwsdFUCBI,Lyric,1,0,0,0,0,0,7sjwsdFUCBI,0.0,0.0,Living Dead Lyrics,213
Paramore - Still Into You Lyrics,Still Into You,Paramore,,,,,https://www.youtube.com/watch?v=9Mx4BJeaeHQ,Lyric,1,0,0,0,0,0,9Mx4BJeaeHQ,0.0,0.0,Joy Ringeling,220
Paramore - Tell Me How Lyrics,Tell Me How,Paramore,,,,,https://www.youtube.com/watch?v=QlGls-bf6lU,Lyric,1,0,0,0,0,0,QlGls-bf6lU,0.0,0.0,Theantagonist,265
Paramore - That'S What You Get (Hq Audio),That's What You Get,Paramore,,,,,https://www.youtube.com/watch?v=s-4zZGBa24I,Lyric,1,0,0,0,0,0,s-4zZGBa24I,0.0,0.0,Hq Audios,220
That'S What You Get,That's What You Get,Paramore,,,,,https://www.youtube.com/watch?v=aVbdEnIolPo,Lyric,1,0,0,0,0,0,aVbdEnIolPo,0.0,0.0,Paramore - Topic,220
Paramore: That'S What You Get [Official Video],That's What You Get,Paramore,,,,,https://www.youtube.com/watch?v=1kz6hNDlEEg,Video,0,1,0,0,0,0,1kz6hNDlEEg,0.0,0.0,Paramore,220
The Only Exception - Paramore (Lyrics),The Only Exception,Paramore,,,,,https://www.youtube.com/watch?v=Ci0tDhlDnZ8,Lyric,1,0,0,0,0,0,Ci0tDhlDnZ8,0.0,0.0,Lyrics Queen,270
The Only Exception-Paramore Lyrics,The Only Exception,Paramore,,,,,https://www.youtube.com/watch?v=bZKarVIA1b8,Lyric,1,0,0,0,0,0,bZKarVIA1b8,0.0,0.0,Multilyrics,265
Paramore - Told You So (Lyric Video),Told You So,Paramore,,,,,https://www.youtube.com/watch?v=asQNmHk4UyY,Lyric,1,0,0,0,0,0,asQNmHk4UyY,0.0,0.0,Theantagonist,200
Paramore: Told You So [Official Video],Told You So,Paramore,,,,,https://www.youtube.com/watch?v=yw-RPm1uOM4,Video,0,1,0,0,0,0,yw-RPm1uOM4,0.0,0.0,Paramore,189
"Paramore - ""Told You So'' With Lyrics",Told You So'',Paramore,,,,,https://www.youtube.com/watch?v=WKunnTt_fH4,Lyric,1,0,0,0,0,0,WKunnTt_fH4,0.0,0.0,Sororitylyricsxx,192
We Are Broken - Paramore (Lyrics),We Are Broken,Paramore,,,,,https://www.youtube.com/watch?v=Dnqu632aynU,Lyric,1,0,0,0,0,0,Dnqu632aynU,0.0,0.0,Nellyyo22,234
Paramore - Whoa (Lyrics) Hd,Whoa,Paramore,,,,,https://www.youtube.com/watch?v=aFoWC2mwp9k,Lyric,1,0,0,0,0,0,aFoWC2mwp9k,0.0,0.0,Amazing Lyric,201
"Parisa - Pop Pop Kudu Ft. Sabrina, T.Nola, El Rey",Pop Pop Kudu Sabrina T Nola El Rey,Parisa,,,,,https://www.youtube.com/watch?v=Nq1ijzphnOU,Lyric,1,0,0,0,0,0,Nq1ijzphnOU,0.0,0.0,Parisavevo,204
Pascal Junior - My Way (Radio Edit),My Way,Pascal Junior,,,,,https://www.youtube.com/watch?v=DdNKqRvo9ec,Video,0,1,0,0,0,0,DdNKqRvo9ec,0.0,0.0,Rezilienza,190
Martin Garrix Feat. Macklemore & Patrick Stump Of Fall Out Boy - Summer Days (Lyric Video),Of Summer Days,Patrick Stump,Martin Garrix,Fall Out Boy,Fall Out Boy,Macklemore,https://www.youtube.com/watch?v=LdvvPtIfR8w,Lyric,1,0,0,0,0,0,LdvvPtIfR8w,0.0,0.0,Martin Garrix,164
Paul Mccartney - Simply Having A Wonderful Christmas Time (Lyrics) [Hd],Simply Having A Wonderful Christmas Time,Paul Mccartney,,,,,https://www.youtube.com/watch?v=hMhMekfIyos,Lyric,1,0,0,0,0,0,hMhMekfIyos,0.0,0.0,Livemusicinhd,224
[Official Visualizer] A Little Space - Pentatonix,A Little Space,Pentatonix,,,,,https://www.youtube.com/watch?v=WQk3vChE0Vk,Lyric,1,0,0,0,0,0,WQk3vChE0Vk,0.0,0.0,Ptxofficial,174
[Official Video] Attention - Pentatonix,Attention,Pentatonix,,,,,https://www.youtube.com/watch?v=m1-rpd3S-48,Video,0,1,0,0,0,0,m1-rpd3S-48,0.0,0.0,Ptxofficial,197
[Official Video] Be My Eyes - Pentatonix,Be My Eyes,Pentatonix,,,,,https://www.youtube.com/watch?v=mnPU7_iff8Y,Video,0,1,0,0,0,0,mnPU7_iff8Y,0.0,0.0,Ptxofficial,229
[Official Visualizer] Bored - Pentatonix,Bored,Pentatonix,,,,,https://www.youtube.com/watch?v=SEylIQ59e1s,Lyric,1,0,0,0,0,0,SEylIQ59e1s,0.0,0.0,Ptxofficial,168
[Official Video] Coffee In Bed - Pentatonix,Coffee In Bed,Pentatonix,,,,,https://www.youtube.com/watch?v=bGOnI9kWOyk,Video,0,1,0,0,0,0,bGOnI9kWOyk,0.0,0.0,Ptxofficial,217
[Official Visualizer] Coffee In Bed - Pentatonix,Coffee In Bed,Pentatonix,,,,,https://www.youtube.com/watch?v=S3Kb89ciylY,Lyric,1,0,0,0,0,0,S3Kb89ciylY,0.0,0.0,Ptxofficial,196
[Official Visualizer] Exit Signs - Pentatonix,Exit Signs,Pentatonix,,,,,https://www.youtube.com/watch?v=omqGR6J2SdY,Lyric,1,0,0,0,0,0,omqGR6J2SdY,0.0,0.0,Ptxofficial,236
[Official Video] Havana - Pentatonix,Havana,Pentatonix,,,,,https://www.youtube.com/watch?v=elwTgpHlty0,Video,0,1,0,0,0,0,elwTgpHlty0,0.0,0.0,Ptxofficial,193
[Official Visualizer] It'S Different Now - Pentatonix,It's Different Now,Pentatonix,,,,,https://www.youtube.com/watch?v=mQI_U7MsAOU,Lyric,1,0,0,0,0,0,mQI_U7MsAOU,0.0,0.0,Ptxofficial,218
[Official Visualizer] Love Me When I Don'T - Pentatonix,Love Me When I Don't,Pentatonix,,,,,https://www.youtube.com/watch?v=YnBJFJlDE-I,Lyric,1,0,0,0,0,0,YnBJFJlDE-I,0.0,0.0,Ptxofficial,200
[Official Video] Mad World - Pentatonix,Mad World,Pentatonix,,,,,https://www.youtube.com/watch?v=Md8kADJwMQ0,Video,0,1,0,0,0,0,Md8kADJwMQ0,0.0,0.0,Ptxofficial,236
[Official Visualizer] Never Gonna Cry Again - Pentatonix,Never Gonna Cry Again,Pentatonix,,,,,https://www.youtube.com/watch?v=TCg0HOdBrP4,Lyric,1,0,0,0,0,0,TCg0HOdBrP4,0.0,0.0,Ptxofficial,184
[Official Video] Problem - Pentatonix (Ariana Grande Cover),Problem Ariana Grande Cover,Pentatonix,,,,,https://www.youtube.com/watch?v=4Z9b2HiW_L8,Video,0,1,0,0,0,1,4Z9b2HiW_L8,0.0,0.0,Ptxofficial,217
[Official Video] Rather Be - Pentatonix (Clean Bandit Cover),Rather Be Clean Bandit Cover,Pentatonix,,,,,https://www.youtube.com/watch?v=OPWPa-HMpj8,Video,0,1,0,0,0,1,OPWPa-HMpj8,0.0,0.0,Ptxofficial,249
[Official Visualizer] Side - Pentatonix,Side,Pentatonix,,,,,https://www.youtube.com/watch?v=oY49T5np0Nw,Lyric,1,0,0,0,0,0,oY49T5np0Nw,0.0,0.0,Ptxofficial,236
[Official Video] Starships - Pentatonix (Nicki Minaj Cover),Starships Nicki Minaj Cover,Pentatonix,,,,,https://www.youtube.com/watch?v=_6K8mkytEMY,Video,0,1,0,0,0,1,_6K8mkytEMY,0.0,0.0,Ptxofficial,219
[Official Lyric Video] The Lucky Ones - Pentatonix,The Lucky Ones,Pentatonix,,,,,https://www.youtube.com/watch?v=zw7MhgeoVvw,Lyric,1,0,0,0,0,0,zw7MhgeoVvw,0.0,0.0,Ptxofficial,190
[Official Video] The Sound Of Silence - Pentatonix,The Sound Of Silence,Pentatonix,,,,,https://www.youtube.com/watch?v=gdVjVtpr55M,Video,0,1,0,0,0,0,gdVjVtpr55M,0.0,0.0,Ptxofficial,245
"Calvin Harris, Pharrell Williams, Katy Perry And Big Sean- Feels (Lyrics)",And Feels,Pharrell Williams,Calvin Harris,Katy Perry,Katy Perry,Big Sean,https://www.youtube.com/watch?v=vchpVbeeV8o,Lyric,1,0,0,0,0,0,vchpVbeeV8o,0.0,0.0,Joshtheballa,223
Ariana Grande - Blazed (Audio) Ft. Pharrell Williams,Blazed,Pharrell Williams,Ariana Grande,,,,https://www.youtube.com/watch?v=h5Ne3YcZCVI,Lyric,1,0,0,0,0,0,h5Ne3YcZCVI,0.0,0.0,Arianagrandevevo,197
"Calvin Harris - Feels (Official Video) Ft. Pharrell Williams, Katy Perry, Big Sean",Feels,Pharrell Williams,Calvin Harris,Katy Perry,Katy Perry,Big Sean,https://www.youtube.com/watch?v=ozv4q2ov3Mk,Video,0,1,0,0,0,0,ozv4q2ov3Mk,0.0,0.0,Calvinharrisvevo,223
Pharrell Williams - Happy ( Cover By J.Fla ),Happy Cover,Pharrell Williams,J Fla,,,,https://www.youtube.com/watch?v=loUly89rgK0,Lyric,1,0,0,0,0,1,loUly89rgK0,0.0,0.0,Jflamusic,151
Pia Mia - Touch (Official Music Video),Touch,Pia Mia,Prince,,,,https://www.youtube.com/watch?v=M0it_zMP-EM,Video,0,1,0,0,0,0,M0it_zMP-EM,0.0,0.0,Princesspiamiavevo,217
Pink - Beautiful Trauma (Lyrics/Lyric Video),Beautiful Trauma,Pink,,,,,https://www.youtube.com/watch?v=x6HxoF7C4Y8,Lyric,1,0,0,0,0,0,x6HxoF7C4Y8,0.0,0.0,Liquid Sounds,252
Pink - Fuckin' Perfect Lyrics,Fuckin' Perfect,Pink,,,,,https://www.youtube.com/watch?v=BUGJ02Uc8yA,Lyric,1,0,0,0,0,0,BUGJ02Uc8yA,0.0,0.0,Jazmineladouceur,214
Get This Party Started (With Lyrics) - Pink,Get This Party Started,Pink,,,,,https://www.youtube.com/watch?v=byNZDaO9duw,Lyric,1,0,0,0,0,0,byNZDaO9duw,0.0,0.0,Smess101,194
Pink - Just Like Fire (Lyrics),Just Like Fire,Pink,,,,,https://www.youtube.com/watch?v=M7uLC9UeTbw,Lyric,1,0,0,0,0,0,M7uLC9UeTbw,0.0,0.0,Worldwide Music,224
P!Nk - So What (Official Music Video),P Nk So What,Pink,,,,,https://www.youtube.com/watch?v=FJfFZqTlWrQ,Video,0,1,0,0,0,0,FJfFZqTlWrQ,0.0,0.0,Pinkvevo,225
Pink - Raise Your Glass (Lyrics),Raise Your Glass,Pink,,,,,https://www.youtube.com/watch?v=570tFRoRR0A,Lyric,1,0,0,0,0,0,570tFRoRR0A,0.0,0.0,Ampiiee,209
Pink- So What Lyrics,So What,Pink,,,,,https://www.youtube.com/watch?v=EH6atHxFCtE,Lyric,1,0,0,0,0,0,EH6atHxFCtE,0.0,0.0,Kickass,225
Pink -Try (Lyrics),Try,Pink,,,,,https://www.youtube.com/watch?v=fdHCec23BKE,Lyric,1,0,0,0,0,0,fdHCec23BKE,0.0,0.0,Laura Z,248
P!Nk - What About Us (Lyrics/Lyric Video),What About Us,Pink,,,,,https://www.youtube.com/watch?v=wKOEJs602uk,Lyric,1,0,0,0,0,0,wKOEJs602uk,0.0,0.0,Divinity,269
