Name,Title,_Artist1,_Artist2,_Artist3,_Artist4,_Artist5,url,Type,Lyric,Video,Christmas,Live,Remix,Cover,id,Start,End,Uploader,Duration
10Cc - I'M Not In Love Lyrics,I'm Not In Love,10Cc,,,,,https://www.youtube.com/watch?v=ln86-fteBOc,Lyric,1,0,0,0,0,0,ln86-fteBOc,0.0,0.0,Reignoverme45,360
112 - U Already Know,U Already Know,112,,,,,https://www.youtube.com/watch?v=ynMnPGmhsG0,Lyric,1,0,0,0,0,0,ynMnPGmhsG0,0.0,0.0,112Vevo,198
3Oh!3- Don'T Trust Me Lyrics,3oh 3 Don't Trust Me,3oh 3,,,,,https://www.youtube.com/watch?v=GSjlxbxAymM,Lyric,1,0,0,0,0,0,GSjlxbxAymM,0.0,0.0,Horsesrus09,205
3Oh!3 - Don'T Trust Me [Official Music Video],3oh 3 Don't Trust Me,3oh 3,,,,,https://www.youtube.com/watch?v=mdB3Oyd5HtU,Video,0,1,0,0,0,0,mdB3Oyd5HtU,0.0,0.0,Photofinishrecords,219
Donttrustme,Donttrustme,3oh 3,,,,,https://www.youtube.com/watch?v=gkbAx63e1wI,Lyric,1,0,0,0,0,0,gkbAx63e1wI,0.0,0.0,3Oh!3 - Topic,193
5 Seconds Of Summer - She Looks So Perfect (Official Video),She Looks So Perfect,5 Seconds Of Summer,5Sos,,,,https://www.youtube.com/watch?v=X2BYmmTI04I,Video,0,1,0,0,0,0,X2BYmmTI04I,0.0,0.0,5Sosvevo,219
The Chainsmokers - Who Do You Love (Lyric Video) Ft. 5 Seconds Of Summer,Who Do You Love,5 Seconds Of Summer,The Chainsmokers,Chainsmokers,,,https://www.youtube.com/watch?v=hPc7m1ffj3s,Lyric,1,0,0,0,0,0,hPc7m1ffj3s,0.0,0.0,Chainsmokersvevo,231
5 Seconds Of Summer - Youngblood ( Cover By J.Fla ),Youngblood Cover,5 Seconds Of Summer,J Fla,,,,https://www.youtube.com/watch?v=iDBrA0iw85I,Lyric,1,0,0,0,0,1,iDBrA0iw85I,0.0,0.0,Jflamusic,146
50 Cent - Candy Shop W/ Lyrics,Candy Shop,50 Cent,,,,,https://www.youtube.com/watch?v=IZKBa6bvUjo,Lyric,1,0,0,0,0,0,IZKBa6bvUjo,0.0,0.0,Terenix1,211
Ally Brooke - Lips Don'T Lie (Lyrics) Ft. A Boogie Wit Da Hoodie,Lips Don't Lie,A Boogie Wit Da Hoodie,Ally Brooke,Ally Brooke,,,https://www.youtube.com/watch?v=55khtkXVqgI,Lyric,1,0,0,0,0,0,55khtkXVqgI,0.0,0.0,Dorkycabello,172
A Flock Of Seagulls - Space Age Love Song,Space Age Love Song,A Flock Of Seagulls,,,,,https://www.youtube.com/watch?v=Mt9FG9YjBMM,Lyric,0,1,0,0,0,0,Mt9FG9YjBMM,0.0,0.0,Heartbreak In Motordrive,231
A-Ha - Take On Me [Lyrics],Take On Me,A Ha,,,,,https://www.youtube.com/watch?v=irljBY9J5ig,Lyric,1,0,0,0,0,0,irljBY9J5ig,0.0,0.0,Lyricosaurus,229
"Topic, A7S - Breaking Me Ft. A7S",Breaking Me,A7S,Topic,,,,https://www.youtube.com/watch?v=jIoEaTN7GGo,Lyric,1,0,0,0,0,0,jIoEaTN7GGo,0.0,0.0,Topicmusicvevo,166
Aaron Smith - Dancin (Krono Remix),Dancin Krono Remix,Aaron Smith,,,,,https://www.youtube.com/watch?v=0XFudmaObLI,Lyric,1,0,0,0,1,0,0XFudmaObLI,0.0,0.0,Thesoundyouneed,256
Ac/Dc - Back In Black Lyrics,Back In Black,Ac Dc,,,,,https://www.youtube.com/watch?v=KjJe1rBdm9U,Lyric,1,0,0,0,0,0,KjJe1rBdm9U,0.0,0.0,Musiclyricsandinfo,252
Ac/Dc - Highway To Hell,Highway To Hell,Ac Dc,,,,,https://www.youtube.com/watch?v=qKggnBh2Mdw,Lyric,1,0,0,0,0,0,qKggnBh2Mdw,0.0,0.0,Stephen Mcelvain,209
Ac/Dc - Highway To Hell (Official Video),Highway To Hell,Ac Dc,,,,,https://www.youtube.com/watch?v=l482T0yNkeo,Video,0,1,0,0,0,0,l482T0yNkeo,0.0,0.0,Acdcvevo,207
Ac/Dc: Thunderstruck (Lyric Video),Thunderstruck,Ac Dc,,,,,https://www.youtube.com/watch?v=1JGkJ6bezDQ,Lyric,1,0,0,0,0,0,1JGkJ6bezDQ,0.0,0.0,Supersleepingbee,292
Better Than I Know Myself - Adam Lambert Lyrics [Official New Single],Better Than I Know Myself,Adam Lambert,,,,,https://www.youtube.com/watch?v=cot34uy2gSg,Lyric,1,0,0,0,0,0,cot34uy2gSg,0.0,0.0,Koolalidden,217
For Your Entertainment Adam Lambert Lyrics,For Your Entertainment,Adam Lambert,,,,,https://www.youtube.com/watch?v=0F2hqlV8-N8,Lyric,1,0,0,0,0,0,0F2hqlV8-N8,0.0,0.0,Jerry Liu,215
If I Had You - Adam Lambert + Lyrics,If I Had You,Adam Lambert,,,,,https://www.youtube.com/watch?v=V0MLV_iWKPI,Lyric,1,0,0,0,0,0,V0MLV_iWKPI,0.0,0.0,Jackehnguyen,242
Adam Lambert Marry The Night Lyrics,Marry The Night,Adam Lambert,,,,,https://www.youtube.com/watch?v=7CAWi563G4g,Lyric,1,0,0,0,0,0,7CAWi563G4g,0.0,0.0,Lisa Bretschneider,221
Whataya Want From Me : Adam Lambert : Lyrics!,Whataya Want From Me,Adam Lambert,,,,,https://www.youtube.com/watch?v=mcQNmQdVhlY,Lyric,1,0,0,0,0,0,mcQNmQdVhlY,0.0,0.0,Angelonalert246,227
Adele Hello Lyrics,Hello,Adele,,,,,https://www.youtube.com/watch?v=VKIiCOZ2Eo4,Lyric,1,0,0,0,0,0,VKIiCOZ2Eo4,0.0,0.0,Khans Lyrics,296
Adele - Hello (Lyrics Video),Hello,Adele,,,,,https://www.youtube.com/watch?v=9h0Arg_-380,Lyric,1,0,0,0,0,0,9h0Arg_-380,0.0,0.0,Lyrics And More,294
Adele - Hello,Hello,Adele,,,,,https://www.youtube.com/watch?v=YQHsXMglC9A,Lyric,0,1,0,0,0,0,YQHsXMglC9A,0.0,0.0,Adelevevo,367
Adele - One And Only (With Lyrics),One And Only,Adele,,,,,https://www.youtube.com/watch?v=0VWdr6Uk640,Lyric,1,0,0,0,0,0,0VWdr6Uk640,0.0,0.0,Lyrics Owl,341
Rumor Has It By Adele (Lyrics),Rumor Has It,Adele,,,,,https://www.youtube.com/watch?v=WErOBk_3IoQ,Lyric,1,0,0,0,0,0,WErOBk_3IoQ,0.0,0.0,Anouk Weber,234
Adele - Set Fire To The Rain Lyrics,Set Fire To The Rain,Adele,,,,,https://www.youtube.com/watch?v=X9TnTlPLHc8,Lyric,1,0,0,0,0,0,X9TnTlPLHc8,0.0,0.0,Xlemiroirx,227
Adele - Set Fire To The Rain ( Cover By J.Fla ),Set Fire To The Rain Cover,Adele,J Fla,,,,https://www.youtube.com/watch?v=lHdwu-5WkZM,Lyric,1,0,0,0,0,1,lHdwu-5WkZM,0.0,0.0,Jflamusic,188
Adele - Skyfall (Lyrics Full),Skyfall,Adele,,,,,https://www.youtube.com/watch?v=E_kCH2y8XpI,Lyric,1,0,0,0,0,0,E_kCH2y8XpI,0.0,0.0,Cal Jon,293
Adele - Skyfall (Lyric Video),Skyfall,Adele,,,,,https://www.youtube.com/watch?v=DeumyOzKqgI,Lyric,1,0,0,0,0,0,DeumyOzKqgI,0.0,0.0,Adelevevo,289
Adele - Someone Like You (Lyrics),Someone Like You,Adele,,,,,https://www.youtube.com/watch?v=jD9dr2ZRm9A,Lyric,1,0,0,0,0,0,jD9dr2ZRm9A,0.0,0.0,Thebestpop,280
Adele - Someone Like You ( Cover By J.Fla ),Someone Like You Cover,Adele,J Fla,,,,https://www.youtube.com/watch?v=cx5yWcvnfVk,Lyric,1,0,0,0,0,1,cx5yWcvnfVk,0.0,0.0,Jflamusic,288
Adele - When We Were Young [Lyrics],When We Were Young,Adele,,,,,https://www.youtube.com/watch?v=9ixbGmCoSPg,Lyric,1,0,0,0,0,0,9ixbGmCoSPg,0.0,0.0,Taufiq Jr,292
Aerosmith - Amazing (Lyrics) [Hd],Amazing,Aerosmith,,,,,https://www.youtube.com/watch?v=3LKD-XQjEHs,Lyric,1,0,0,0,0,0,3LKD-XQjEHs,0.0,0.0,Rodrigo Martinez,357
Aerosmith -  I Don'T Wanna Miss A Thing Lyrics,I Don't Wanna Miss A Thing,Aerosmith,,,,,https://www.youtube.com/watch?v=Ss0kFNUP4P4,Lyric,1,0,0,0,0,0,Ss0kFNUP4P4,0.0,0.0,Xtapgirlx,297
Aerosmith - I Don'T Want To Miss A Thing (Official Hd Video),I Don't Want To Miss A Thing,Aerosmith,,,,,https://www.youtube.com/watch?v=JkK8g6FMEXE,Video,0,1,0,0,0,0,JkK8g6FMEXE,0.0,0.0,Aerosmithvevo,293
Walk This Way Aerosmith(Feat. Run Dmc),Walk This Way,Aerosmith,Run Dmc,,,,https://www.youtube.com/watch?v=k3sGmUwI2D0,Lyric,1,0,0,0,0,0,k3sGmUwI2D0,0.0,0.0,Sandygothify,311
Against The Current - Again&Again (Feat. Guardin) [Official Video],Again Again Guardin,Against The Current,,,,,https://www.youtube.com/watch?v=sURhALFOo6w,Video,0,1,0,0,0,0,sURhALFOo6w,0.0,0.0,Against The Current,210
"""Ain'T It Fun"" - Paramore (Against The Current Cover)",Ain't It Fun Cover,Against The Current,Paramore,,,,https://www.youtube.com/watch?v=Ek5ruVCVZy8,Lyric,1,0,0,0,0,1,Ek5ruVCVZy8,0.0,0.0,Against The Current,269
"""All I Want For Christmas Is You"" - Mariah Carey (Against The Current Cover)",All I Want For Christmas Is You Cover,Against The Current,Mariah Carey,,,,https://www.youtube.com/watch?v=xWGIaJLz9dg,Lyric,1,0,1,0,0,1,xWGIaJLz9dg,0.0,0.0,Against The Current,196
"""All Too Well"" - Taylor Swift (Against The Current Cover)",All Too Well Cover,Against The Current,Taylor Swift,,,,https://www.youtube.com/watch?v=IxxgGyp8CcU,Lyric,1,0,0,0,0,1,IxxgGyp8CcU,0.0,0.0,Against The Current,306
Against The Current: Almost Forgot [Official Video],Almost Forgot,Against The Current,,,,,https://www.youtube.com/watch?v=pPXi8BNceXU,Video,0,1,0,0,0,0,pPXi8BNceXU,0.0,0.0,Against The Current,209
Against The Current - Almost Forgot (Official Audio),Almost Forgot,Against The Current,,,,,https://www.youtube.com/watch?v=-Op3ZLs3drs,Lyric,1,0,0,0,0,0,#NAME?,0.0,0.0,Against The Current,209
Against The Current: Almost Forgot (Ryan Riback Remix) (Official Audio),Almost Forgot Ryan Riback Remix,Against The Current,,,,,https://www.youtube.com/watch?v=g8QOjdpl_18,Lyric,1,0,0,0,1,0,g8QOjdpl_18,0.0,0.0,Against The Current,196
Against The Current: Almost Forgot (Will Ferri Remix) (Official Audio),Almost Forgot Will Ferri Remix,Against The Current,,,,,https://www.youtube.com/watch?v=Ve7yHhR3izI,Lyric,1,0,0,0,1,0,Ve7yHhR3izI,0.0,0.0,Against The Current,206
Against The Current - Another You (Another Way) (Official Music Video),Another You Another Way,Against The Current,,,,,https://www.youtube.com/watch?v=hXnbOA0G9Cc,Video,0,1,0,0,0,0,hXnbOA0G9Cc,0.0,0.0,Against The Current,237
Against The Current: Another You (Another Way) (Official Lyric Video),Another You Another Way,Against The Current,,,,,https://www.youtube.com/watch?v=6ROxHLEvsT8,Lyric,1,0,0,0,0,0,6ROxHLEvsT8,0.0,0.0,Against The Current,204
Against The Current: Blood Like Gasoline,Blood Like Gasoline,Against The Current,,,,,https://www.youtube.com/watch?v=vJa51yWf4lM,Lyric,1,0,0,0,0,0,vJa51yWf4lM,0.0,0.0,Against The Current,198
Against The Current: Brighter,Brighter,Against The Current,,,,,https://www.youtube.com/watch?v=EjnNrvdXfRI,Lyric,1,0,0,0,0,0,EjnNrvdXfRI,0.0,0.0,Against The Current,207
Against The Current - Brighter (Official Lyric Video),Brighter,Against The Current,,,,,https://www.youtube.com/watch?v=XRDdK4ByD9w,Lyric,1,0,0,0,0,0,XRDdK4ByD9w,0.0,0.0,Against The Current,214
"""Catch My Breath"" - Kelly Clarkson - Official Cover Video (Alex Goot & Against The Current)",Catch My Breath Cover Video Alex Goot,Against The Current,Kelly Clarkson,,,,https://www.youtube.com/watch?v=l54FcyFE650,Video,0,1,0,0,0,1,l54FcyFE650,0.0,0.0,Against The Current,214
Against The Current: Chasing Ghosts,Chasing Ghosts,Against The Current,,,,,https://www.youtube.com/watch?v=f7dx1GgO7CI,Lyric,1,0,0,0,0,0,f7dx1GgO7CI,0.0,0.0,Against The Current,210
Chocolate - The 1975 (Against The Current Cover Video),Chocolate Cover Video,Against The Current,The 1975,,,,https://www.youtube.com/watch?v=6pIyg35wiB4,Video,0,1,0,0,0,1,6pIyg35wiB4,0.0,0.0,Against The Current,224
"Against The Current: Closer, Faster (Official Lyric Video)",Closer Faster,Against The Current,,,,,https://www.youtube.com/watch?v=DRzuBsX4qmE,Lyric,1,0,0,0,0,0,DRzuBsX4qmE,0.0,0.0,Against The Current,177
"""Closer, Faster"" (Official Music Video)",Closer Faster,Against The Current,,,,,https://www.youtube.com/watch?v=DnPWrkeSx4U,Video,0,1,0,0,0,0,DnPWrkeSx4U,0.0,0.0,Against The Current,278
"""Cold Water"" - Major Lazer (Against The Current Live Cover Feat. Tyler Carter)",Cold Water Live Cover Carter,Against The Current,Major Lazer,Tyler,Tyler,,https://www.youtube.com/watch?v=gQmh-gwvk_M,Lyric,1,0,0,0,0,1,gQmh-gwvk_M,0.0,0.0,Against The Current,238
Against The Current: Come Alive (Official Audio),Come Alive,Against The Current,,,,,https://www.youtube.com/watch?v=x5Ku-EMex34,Lyric,1,0,0,0,0,0,x5Ku-EMex34,0.0,0.0,Against The Current,205
Against The Current: Comeback Kid (Official Lyric Video),Comeback Kid,Against The Current,,,,,https://www.youtube.com/watch?v=0p9rs1R4EBk,Lyric,1,0,0,0,0,0,0p9rs1R4EBk,0.0,0.0,Against The Current,238
Against The Current: Demons,Demons,Against The Current,,,,,https://www.youtube.com/watch?v=YuBydllZYOM,Lyric,1,0,0,0,0,0,YuBydllZYOM,0.0,0.0,Against The Current,204
Against The Current - Dreaming Alone Feat. Taka From One Ok Rock (Official Lyric Video),Dreaming Alone Taka From One Ok Rock,Against The Current,,,,,https://www.youtube.com/watch?v=TRzLuycvX7A,Lyric,1,0,0,0,0,0,TRzLuycvX7A,0.0,0.0,Against The Current,176
Against The Current - Dreaming Alone Feat. Taka From One Ok Rock (Official Music Video),Dreaming Alone Taka From One Ok Rock,Against The Current,,,,,https://www.youtube.com/watch?v=G6aBAQsq5jI,Video,0,1,0,0,0,0,G6aBAQsq5jI,0.0,0.0,Against The Current,182
Against The Current - Fireproof (Official Lyric Video),Fireproof,Against The Current,,,,,https://www.youtube.com/watch?v=JENTksS1YcI,Lyric,1,0,0,0,0,0,JENTksS1YcI,0.0,0.0,Against The Current,192
Against The Current - Fireproof (Official Music Video),Fireproof,Against The Current,,,,,https://www.youtube.com/watch?v=XOYA64szbmI,Video,0,1,0,0,0,0,XOYA64szbmI,0.0,0.0,Against The Current,185
Against The Current: Forget Me Now (Official Lyric Video),Forget Me Now,Against The Current,,,,,https://www.youtube.com/watch?v=gb2ZEzqHH2g,Lyric,1,0,0,0,0,0,gb2ZEzqHH2g,0.0,0.0,Against The Current,182
Against The Current: Friendly Reminder (Official Audio),Friendly Reminder,Against The Current,,,,,https://www.youtube.com/watch?v=7XYlqhMPMLk,Lyric,1,0,0,0,0,0,7XYlqhMPMLk,0.0,0.0,Against The Current,189
"""Good Time"" - Owl City & Carly Rae Jepsen - Official Cover Video (Alex Goot & Against The Current)",Good Time Cover Video Alex Goot,Against The Current,Carly Rae Jepsen,Owl City,Owl City,,https://www.youtube.com/watch?v=yd5FQeQvYvQ,Video,0,1,0,0,0,1,yd5FQeQvYvQ,0.0,0.0,Against The Current,173
Against The Current - Gravity (Official Lyric Video),Gravity,Against The Current,,,,,https://www.youtube.com/watch?v=6-IvfzRQYHI,Lyric,1,0,0,0,0,0,6-IvfzRQYHI,0.0,0.0,Against The Current,222
Against The Current - Gravity (Official Music Video),Gravity,Against The Current,,,,,https://www.youtube.com/watch?v=S34KpOAgyTg,Video,0,1,0,0,0,0,S34KpOAgyTg,0.0,0.0,Against The Current,232
Against The Current - Gravity (Acoustic),Gravity Acoustic,Against The Current,,,,,https://www.youtube.com/watch?v=g7lbj9cTXG8,Lyric,1,0,0,0,0,0,g7lbj9cTXG8,0.0,0.0,Against The Current,225
Against The Current: Guessing (Official Lyric Video),Guessing,Against The Current,,,,,https://www.youtube.com/watch?v=g1A03783B-A,Lyric,1,0,0,0,0,0,g1A03783B-A,0.0,0.0,Against The Current,180
"""Heart Attack"" - Demi Lovato (Sam Tsui & Against The Current)",Heart Attack Sam Tsui,Against The Current,Demi Lovato,,,,https://www.youtube.com/watch?v=RJJ6FCAXvKg,Lyric,1,0,0,0,0,0,RJJ6FCAXvKg,0.0,0.0,Against The Current,208
Against The Current: I Like The Way (Official Audio),I Like The Way,Against The Current,,,,,https://www.youtube.com/watch?v=qbMo6mOBm8U,Lyric,1,0,0,0,0,0,qbMo6mOBm8U,0.0,0.0,Against The Current,203
"""I Wanna Get Better"" - Bleachers (Against The Current Cover Feat The Ready Set)",I Wanna Get Better Bleachers Cover The Ready Set,Against The Current,,,,,https://www.youtube.com/watch?v=p02oBzHabfw,Lyric,1,0,0,0,0,1,p02oBzHabfw,0.0,0.0,Against The Current,215
Against The Current: In Our Bones,In Our Bones,Against The Current,,,,,https://www.youtube.com/watch?v=8co0mecbwfg,Lyric,1,0,0,0,0,0,8co0mecbwfg,0.0,0.0,Against The Current,179
Against The Current: Infinity (Official Lyric Video),Infinity,Against The Current,,,,,https://www.youtube.com/watch?v=IX7a6pI-vaI,Lyric,1,0,0,0,0,0,IX7a6pI-vaI,0.0,0.0,Against The Current,186
Against The Current - Infinity (Acoustic),Infinity Acoustic,Against The Current,,,,,https://www.youtube.com/watch?v=WiEQnse-jPA,Lyric,1,0,0,0,0,0,WiEQnse-jPA,0.0,0.0,Against The Current,177
"""Love Story"" - Taylor Swift (Against The Current Live Cover Feat. Yellowcard)",Love Story Live Cover Yellowcard,Against The Current,Taylor Swift,,,,https://www.youtube.com/watch?v=92INEJJ3y8k,Lyric,1,0,0,0,0,1,92INEJJ3y8k,0.0,0.0,Against The Current,282
"""Love Yourself"" - Justin Bieber (Against The Current Live Cover Feat. We The Kings)",Love Yourself Live Cover We The Kings,Against The Current,Justin Bieber,,,,https://www.youtube.com/watch?v=jp9IAbLUm80,Lyric,1,0,0,0,0,1,jp9IAbLUm80,0.0,0.0,Against The Current,248
"""Not Over You"" - Gavin Degraw - Official Cover Video (Alex Goot & Against The Current)",Not Over You Cover Video Alex Goot,Against The Current,Gavin Degraw,,,,https://www.youtube.com/watch?v=CsDiI_1HRUI,Video,0,1,0,0,0,1,CsDiI_1HRUI,0.0,0.0,Against The Current,208
Against The Current: One More Weekend,One More Weekend,Against The Current,,,,,https://www.youtube.com/watch?v=cyBEQD6065s,Lyric,1,0,0,0,0,0,cyBEQD6065s,0.0,0.0,Against The Current,185
Against The Current: P.A.T.T. (Official Audio),P A T T,Against The Current,,,,,https://www.youtube.com/watch?v=qw5Z1bF3dfc,Lyric,1,0,0,0,0,0,qw5Z1bF3dfc,0.0,0.0,Against The Current,141
Against The Current -  Paralyzed (Official Lyric Video),Paralyzed,Against The Current,,,,,https://www.youtube.com/watch?v=z486zUrUJSc,Lyric,1,0,0,0,0,0,z486zUrUJSc,0.0,0.0,Against The Current,196
Against The Current - Paralyzed (Official Music Video),Paralyzed,Against The Current,,,,,https://www.youtube.com/watch?v=PvVhUo-PvVI,Video,0,1,0,0,0,0,PvVhUo-PvVI,0.0,0.0,Against The Current,194
Against The Current: Personal (Official Audio),Personal,Against The Current,,,,,https://www.youtube.com/watch?v=rYQjVb7f0yU,Lyric,1,0,0,0,0,0,rYQjVb7f0yU,0.0,0.0,Against The Current,206
"""Red"" Taylor Swift (Against The Current Cover Video)",Red Cover Video,Against The Current,Taylor Swift,,,,https://www.youtube.com/watch?v=lnCr3czDNEs,Video,0,1,0,0,0,1,lnCr3czDNEs,0.0,0.0,Against The Current,198
Against The Current: Roses,Roses,Against The Current,,,,,https://www.youtube.com/watch?v=P48RCKp6iVU,Lyric,1,0,0,0,0,0,P48RCKp6iVU,0.0,0.0,Against The Current,218
Against The Current - Running With The Wild Things (Official Music Video),Running With The Wild Things,Against The Current,,,,,https://www.youtube.com/watch?v=bcvuYNhfj-c,Video,0,1,0,0,0,0,bcvuYNhfj-c,0.0,0.0,Against The Current,238
Against The Current - Running With The Wild Things (Live Video),Running With The Wild Things Live Video,Against The Current,,,,,https://www.youtube.com/watch?v=B-VXltYLtd8,Video,0,1,0,0,0,0,B-VXltYLtd8,0.0,0.0,Against The Current,233
Against The Current: Scream (Official Audio),Scream,Against The Current,,,,,https://www.youtube.com/watch?v=rLrp4syBlzs,Lyric,1,0,0,0,0,0,rLrp4syBlzs,0.0,0.0,Against The Current,181
"""See You Again"" - Wiz Khalifa Feat. Charlie Puth (Against The Current Cover)",See You Again Cover,Against The Current,Charlie Puth,Wiz Khalifa,Wiz Khalifa,,https://www.youtube.com/watch?v=3dMh3c8qPOg,Lyric,1,0,0,0,0,1,3dMh3c8qPOg,0.0,0.0,Against The Current,308
"""She Looks So Perfect"" - 5 Seconds Of Summer (Against The Current Cover)",She Looks So Perfect Cover,Against The Current,5 Seconds Of Summer,,,,https://www.youtube.com/watch?v=pFEZnamxCx4,Lyric,1,0,0,0,0,1,pFEZnamxCx4,0.0,0.0,Against The Current,277
Against The Current: Something You Need (Official Lyric Video),Something You Need,Against The Current,,,,,https://www.youtube.com/watch?v=HsmczKN4w68,Lyric,1,0,0,0,0,0,HsmczKN4w68,0.0,0.0,Against The Current,190
Against The Current - Something You Need (Acoustic),Something You Need Acoustic,Against The Current,,,,,https://www.youtube.com/watch?v=qlEEtuqzGcc,Lyric,1,0,0,0,0,0,qlEEtuqzGcc,0.0,0.0,Against The Current,188
Against The Current: Sweet Surrender (Official Audio),Sweet Surrender,Against The Current,,,,,https://www.youtube.com/watch?v=NEyILIL_PqQ,Lyric,1,0,0,0,0,0,NEyILIL_PqQ,0.0,0.0,Against The Current,213
Against The Current - Talk (Official Music Video),Talk,Against The Current,,,,,https://www.youtube.com/watch?v=AqQbZcKQCnE,Video,0,1,0,0,0,0,AqQbZcKQCnE,0.0,0.0,Against The Current,194
Against The Current -  Talk (Official Lyric Video),Talk,Against The Current,,,,,https://www.youtube.com/watch?v=HCj__b4u6fs,Lyric,1,0,0,0,0,0,HCj__b4u6fs,0.0,0.0,Against The Current,194
"""Talk (Acoustic)"" - Against The Current",Talk Acoustic,Against The Current,,,,,https://www.youtube.com/watch?v=vLqudDbH5lI,Lyric,1,0,0,0,0,0,vLqudDbH5lI,0.0,0.0,Against The Current,195
Against The Current - That Won'T Save Us [Official Video],That Won't Save Us,Against The Current,,,,,https://www.youtube.com/watch?v=PD8q6R-AiO4,Video,0,1,0,0,0,0,PD8q6R-AiO4,0.0,0.0,Against The Current,221
Against The Current - That Won'T Save Us [Acoustic Video],That Won't Save Us Acoustic Video,Against The Current,,,,,https://www.youtube.com/watch?v=QMYaAAOEoNY,Video,0,1,0,0,0,0,QMYaAAOEoNY,0.0,0.0,Against The Current,204
Against The Current - That Won'T Save Us [Performance Video],That Won't Save Us Performance Video,Against The Current,,,,,https://www.youtube.com/watch?v=aEJoacSNslg,Video,0,1,0,0,0,0,aEJoacSNslg,0.0,0.0,Against The Current,209
Against The Current - The Fuss [Official Video],The Fuss,Against The Current,,,,,https://www.youtube.com/watch?v=y_Qsrt6c9_k,Video,0,1,0,0,0,0,y_Qsrt6c9_k,0.0,0.0,Against The Current,171
Against The Current: The Fuss (Official Audio),The Fuss,Against The Current,,,,,https://www.youtube.com/watch?v=UJIw2ALJWAw,Lyric,1,0,0,0,0,0,UJIw2ALJWAw,0.0,0.0,Against The Current,171
Against The Current: Thinking (Official Lyric Video),Thinking,Against The Current,,,,,https://www.youtube.com/watch?v=zN9n1fVhIjg,Lyric,1,0,0,0,0,0,zN9n1fVhIjg,0.0,0.0,Against The Current,187
"""Uptown Funk"" - Mark Ronson Ft. Bruno Mars (Against The Current Cover Feat Set It Off)",Uptown Funk Cover Set It Off,Against The Current,Mark Ronson,Bruno Mars,Bruno Mars,,https://www.youtube.com/watch?v=RvYcatJB3NU,Lyric,1,0,0,0,0,1,RvYcatJB3NU,0.0,0.0,Against The Current,287
Against The Current - Voices [Official Video],Voices,Against The Current,,,,,https://www.youtube.com/watch?v=oXFEMV919Pk,Video,0,1,0,0,0,0,oXFEMV919Pk,0.0,0.0,Against The Current,207
Against The Current: Voices (Official Audio),Voices,Against The Current,,,,,https://www.youtube.com/watch?v=zQOxCwwwBNE,Lyric,1,0,0,0,0,0,zQOxCwwwBNE,0.0,0.0,Against The Current,205
"""Water Under The Bridge"" - Adele (Against The Current Cover)",Water Under The Bridge Cover,Against The Current,Adele,,,,https://www.youtube.com/watch?v=kblNc8L1ra4,Lyric,1,0,0,0,0,1,kblNc8L1ra4,0.0,0.0,Against The Current,237
Against The Current - Weapon [Official Video],Weapon,Against The Current,,,,,https://www.youtube.com/watch?v=W6FixoUyQQQ,Video,0,1,0,0,0,0,W6FixoUyQQQ,0.0,0.0,Against The Current,226
Against The Current - Weapon [Acoustic Video],Weapon Acoustic Video,Against The Current,,,,,https://www.youtube.com/watch?v=IwMA-dGghNw,Video,0,1,0,0,0,0,IwMA-dGghNw,0.0,0.0,Against The Current,233
"""When You Were Young” - The Killers (Against The Current Live Cover)",When You Were Young” Live Cover,Against The Current,The Killers,,,,https://www.youtube.com/watch?v=96_eElX3Vik,Lyric,1,0,0,0,0,1,96_eElX3Vik,0.0,0.0,Against The Current,201
Against The Current - Young & Relentless (Official Music Video),Young Relentless,Against The Current,,,,,https://www.youtube.com/watch?v=GwF5KzrazXU,Video,0,1,0,0,0,0,GwF5KzrazXU,0.0,0.0,Against The Current,208
Against The Current: Young & Relentless (Official Lyric Video),Young Relentless,Against The Current,,,,,https://www.youtube.com/watch?v=n6fYUb-rWrk,Lyric,1,0,0,0,0,0,n6fYUb-rWrk,0.0,0.0,Against The Current,202
I Just Had Sex (Feat. Akon),I Just Had Sex,Akon,The Lonely Island,,,,https://www.youtube.com/watch?v=lQlIhraqL7o,Lyric,1,0,0,0,0,0,lQlIhraqL7o,0.0,0.0,Thelonelyisland,175
Faded - Alan Walker (Lyrics),Faded,Alan Walker,,,,,https://www.youtube.com/watch?v=reuYXbHOc1c,Lyric,1,0,0,0,0,0,reuYXbHOc1c,0.0,0.0,Dopelyrics,213
Hans Zimmer & Alan Walker – Time (Official Remix),Time Remix,Alan Walker,Hans Zimmer,,,,https://www.youtube.com/watch?v=axRAL0BXNvw,Lyric,1,0,0,0,1,0,axRAL0BXNvw,0.0,0.0,Alan Walker,211
Alex Hook Ft. Rene - Right Now (Matvey Emerson Remix) | Video Edit,Right Now Remix,Alex Hook,Matvey Emerson ,,,,https://www.youtube.com/watch?v=Ck4ywsFV0ck,Video,0,1,0,0,1,0,Ck4ywsFV0ck,0.0,0.0,Soundeo,349
Claydee Ft. Alex Velea - Hey Ma (Official Video),Hey Ma,Alex Velea,Claydee,,,,https://www.youtube.com/watch?v=sBSOKNl_mpk,Video,0,1,0,0,0,0,sBSOKNl_mpk,0.0,0.0,D2Etv,243
Alexandra Stan Feat Carlprit - Million (Official Video),Carlprit Million,Alexandra Stan,,,,,https://www.youtube.com/watch?v=K7Nj65PddFs,Video,0,1,0,0,0,0,K7Nj65PddFs,0.0,0.0,Steveaatw,200
